Path,SizeBytes,Classification,Reason
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/S7HK40AX/HRELATI1.MDX,8192,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/S7HK41AX/HATTARY1.DBF,744,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/S7HK41AX/HATTARY1.DBT,5632,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/S7HK41AX/HATTARY1.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/S7HK41AX/HATTRIB1.DBF,22276,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/S7HK41AX/HATTRIB1.MDX,11264,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/S7HK41AX/HATTRME1.DBF,3682,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/S7HK41AX/HATTRME1.DBT,46592,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/S7HK41AX/HATTRME1.MDX,12288,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/S7HK41AX/HLASTID2.DBF,336,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/S7HK41AX/hLockID1,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/S7HK41AX/HOBJECT1.DBF,5660,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/S7HK41AX/HOBJECT1.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/S7HK41AX/HRELATI1.DBF,19056,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/S7HK41AX/HRELATI1.MDX,30720,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hk96ax/HATTARY1.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hk96ax/HATTARY1.DBT,2560,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hk96ax/HATTARY1.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hk96ax/HATTRIB1.DBF,5266,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hk96ax/HATTRIB1.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hk96ax/HATTRME1.DBF,866,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hk96ax/HATTRME1.DBT,8704,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hk96ax/HATTRME1.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hk96ax/HLASTID2.DBF,336,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hk96ax/hLockID1,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hk96ax/HOBJECT1.DBF,2630,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hk96ax/HOBJECT1.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hk96ax/HRELATI1.DBF,726,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hk96ax/HRELATI1.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hkdmax/HATTARY1.DBF,414,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hkdmax/HATTARY1.DBT,2560,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hkdmax/HATTARY1.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hkdmax/HATTRIB1.DBF,5266,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hkdmax/HATTRIB1.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hkdmax/HATTRME1.DBF,866,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hkdmax/HATTRME1.DBT,8704,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hkdmax/HATTRME1.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hkdmax/HLASTID2.DBF,336,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hkdmax/hLockID1,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hkdmax/HOBJECT1.DBF,2630,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hkdmax/HOBJECT1.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hkdmax/HRELATI1.DBF,1350,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hkdmax/HRELATI1.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hsl7ax/HATTARY1.DBF,1184,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hsl7ax/HATTARY1.DBT,9728,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hsl7ax/HATTARY1.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hsl7ax/HATTRIB1.DBF,51256,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hsl7ax/HATTRIB1.MDX,14336,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hsl7ax/HATTRME1.DBF,3330,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hsl7ax/HATTRME1.DBT,46592,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hsl7ax/HATTRME1.MDX,10240,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hsl7ax/HLASTID2.DBF,336,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hsl7ax/hLockID1,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hsl7ax/HOBJECT1.DBF,9700,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hsl7ax/HOBJECT1.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hsl7ax/HRELATI1.DBF,13986,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hsl7ax/HRELATI1.MDX,20480,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hss30x/HATTARY1.DBF,1404,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hss30x/HATTARY1.DBT,11776,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hss30x/HATTARY1.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hss30x/HATTRIB1.DBF,21646,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hss30x/HATTRIB1.MDX,10240,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hss30x/HATTRME1.DBF,250,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hss30x/HATTRME1.DBT,1536,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hss30x/HATTRME1.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hss30x/HLASTID2.DBF,336,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hss30x/hLockID1,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hss30x/HOBJECT1.DBF,11720,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hss30x/HOBJECT1.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hss30x/HRELATI1.DBF,15546,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hss30x/HRELATI1.MDX,23552,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hssiox/HATTARY1.DBF,799,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hssiox/HATTARY1.DBT,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hssiox/HATTARY1.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hssiox/HATTRIB1.DBF,27946,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hssiox/HATTRIB1.MDX,12288,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hssiox/HATTRME1.DBF,1130,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hssiox/HATTRME1.DBT,11776,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hssiox/HATTRME1.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hssiox/HLASTID2.DBF,336,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hssiox/hLockID1,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hssiox/HOBJECT1.DBF,6165,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hssiox/HOBJECT1.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hssiox/HRELATI1.DBF,5406,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hssiox/HRELATI1.MDX,16384,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/13.s7h,3419,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/17.s7h,22831,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/1a.s7h,3419,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/1e.s7h,3351,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/2e.s7h,3409,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/3.s7h,58840,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/32.s7h,3397,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/6.s7h,59956,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/9.s7h,41624,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/c.s7h,68635,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/f.s7h,9940,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/HADDRES3.DBF,430,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/HADDRES3.DBT,6656,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/HADDRES3.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/HATTARY1.DBF,359,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/HATTARY1.DBT,2048,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/HATTARY1.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/HATTRIB1.DBF,3376,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/HATTRIB1.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/HATTRME1.DBF,470,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/HATTRME1.DBT,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/HATTRME1.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/HLASTID2.DBF,336,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/hLockID1,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/HOBJECT1.DBF,2125,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/HOBJECT1.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/HRELATI1.DBF,6342,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7hstatx/HRELATI1.MDX,13312,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7wb53ax/HATTARY1.DBF,854,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7wb53ax/HATTARY1.DBT,9728,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7wb53ax/HATTARY1.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7wb53ax/HATTRIB1.DBF,39916,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7wb53ax/HATTRIB1.MDX,12288,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7wb53ax/HATTRME1.DBF,1966,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7wb53ax/HATTRME1.DBT,21504,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7wb53ax/HATTRME1.MDX,8192,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7wb53ax/HLASTID2.DBF,336,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7wb53ax/hLockID1,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7wb53ax/HOBJECT1.DBF,6670,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7wb53ax/HOBJECT1.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7wb53ax/HRELATI1.DBF,6810,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hOmSave7/s7wb53ax/HRELATI1.MDX,14336,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hrs/GNRESOFF.DBF,60074,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hrs/GNRESOFF.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hrs/lastrgf.res,4,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hrs/lastrsf.res,4,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hrs/lastrsn.res,4,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hrs/linkhrs.lnk,114176,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hrs/rgflock.res,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hrs/rsflock.res,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hrs/rsnlock.res,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hrs/S7RESOFF.DBF,21464,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hrs/S7RESOFF.MDX,4096,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hrs/S7RESONL.DBF,79443,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/hrs/S7RESONL.MDX,7168,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/link.lnk,2048,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/meldeom/meldvers.dat,4,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/meldeom/TEXTLNK.DBF,336,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/meldeom/TEXTLNK.MDX,12288,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/meldeom/TEXTOM.DBF,872,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/meldeom/TEXTOM.DBT,1024,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/meldeom/textom.hid,4,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/meldeom/textom.lck,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/meldeom/TEXTOM.MDX,8192,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000002/BAUSTEIN.DBF,258,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000002/BAUSTEIN.DBT,24,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000002/baustein.id,4,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000002/baustein.lck,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000002/BAUSTEIN.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000002/links.lnk,1024,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000002/SUBBLK.DBF,834,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000002/SUBBLK.DBT,24,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000002/usfapx.ini,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000003/BAUSTEIN.DBF,351,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000003/BAUSTEIN.DBT,1024,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000003/baustein.id,4,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000003/baustein.lck,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000003/BAUSTEIN.MDX,6144,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000003/links.lnk,1024,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000003/SUBBLK.DBF,1602,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000003/SUBBLK.DBT,5120,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000003/usfapx.ini,0,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
02. Project Backup/S7_reference/V1_HVAC_/ombstx/offline/00000004/BAUSTEIN.DBF,258,MOVE_TO_FIELDDATA,PLC/HMI/SCADA backup candidate
